show_id,type,duration_time,duration_unit,title,director,cast,country,date_added,release_year,rating,genre,description
s506,Movie,85,min,Therapy,"Anurin Nwunembom, Musing Derrick","Richard Mofe-Damijo, Ireti Doyle, Ermelinde Simo Sakah Jing, Alenne Menget, Syndy Emade, Lucie Memba Boss, Neba Godwill Awantu, Otia Vitalis, Flora Ndula Obassi, Merits Kayla",UNKNOWN,July 7  2021,2020,TV-PG,"[""Dramas"","" International Movies""]",A young dysfunctional couple tries to patch up their relationship through sessions with a highly unconventional therapist.
s507,Movie,92,min,This Little Love Of Mine,Christine Luby,"Saskia Hampele, Liam McIntyre, Lynn Gilmartin, Craig Horner",Australia,July 7  2021,2021,TV-G,"[""International Movies"","" Romantic Movies""]",A workaholic lawyer returns to her island home to convince an old friend to take over his family’s company — but rekindled feelings soon get in the way.
s508,Movie,108,min,Three Thieves,Udoka Oyeka,"Koye Kekere Ekun, Shawn Faqua, Frank Donga, Lucianne Akpabio, Shaffy Bello, Angel Unigwe, Kalu Ikeagwu, Enado Odigie, Wofai Egu Ewa, Eric Obinna",UNKNOWN,July 7  2021,2019,TV-14,"[""Comedies"","" International Movies""]","Frustrated at work, three young men use a case of mistaken identity to pull off a seemingly simple crime – but their scheme comically unravels."
s509,Movie,95,min,A Land Imagined,Yeo Siew Hua,"Peter Yu, Liu Xiaoyi, Guo Yue, Ishtiaque Zico, Jack Tan",France Netherlands Singapore,July 6  2021,2019,TV-MA,"[""Dramas"","" International Movies""]",A cop in Singapore investigates the disappearance of a Chinese migrant construction worker who spent sleepless nights playing a mysterious video game.
s510,TV Show,3,Seasons,Ask the StoryBots,NOT KNOWN,"Judy Greer, Erin Fitzgerald, Fred Tatasciore, Jeff Gill, Gregg Spiridellis, Evan Spiridellis",United States,July 6  2021,2019,TV-Y,"[""Kids' TV""]","Five curious little creatures track down the answers to kids' biggest questions, like how night happens or why we need to brush our teeth."
s511,TV Show,2,Seasons,Between,NOT KNOWN,"Jennette McCurdy, Jesse Carere, Ryan Allen, Justin Kelly, Kyle Mac, Jack Murray, Brooke Palsson, Jim Watson, Wesley Morgan, Krystal Hope Nausbaum, Shailene Garnett, Canute Gomes, Sarah Podemski, Shailyn Pierre-Dixon, Jesse Bostick, Steven Grayhm, Percy Hynes White, Mercedes Morris, Samantha Munro",Canada,July 6  2021,2016,TV-14,"[""International TV Shows"","" TV Dramas"","" TV Mysteries""]","After a mysterious disease kills every resident over 22 years old, survivors of a town must fend for themselves when the government quarantines them."
s513,TV Show,4,Seasons,Code Lyoko,NOT KNOWN,"Raphaelle Bruneau, Sophie Landresse, Marie-Line Landerwyn, Géraldine Frippiat, Carole Baillien, Bruno Mullenaerts, Frédéric Meaux",France Belgium,July 6  2021,2007,TV-Y7,"[""Kids' TV""]","After discovering a parallel universe hidden inside a supercomputer, four students must stop a renegade virus from destroying the secret world."
s514,TV Show,3,Seasons,Colony,NOT KNOWN,"Josh Holloway, Sarah Wayne Callies, Peter Jacobson, Amanda Righetti, Tory Kittles, Isabella Crovetti, Alex Neustaedter",United States,July 6  2021,2018,TV-14,"[""TV Action & Adventure"","" TV Dramas"","" TV Sci-Fi & Fantasy""]","When LA is invaded by outside forces and becomes a walled-in settlement, a former FBI agent and his wife risk everything to find their lost son."
s515,TV Show,5,Seasons,Cuckoo,NOT KNOWN,"Andy Samberg, Taylor Lautner, Greg Davies, Helen Baxendale, Tamla Kari, Tyger Drew-Honey, Esther Smith",United Kingdom,July 6  2021,2019,TV-MA,"[""British TV Shows"","" International TV Shows"","" TV Comedies""]","Rachel shocks her proper British parents when she marries an American hippie, but it's just the first in a series of surprises for the family."
s516,TV Show,2,Seasons,Derry Girls,NOT KNOWN,"Saoirse-Monica Jackson, Nicola Coughlan, Louisa Harland, Jamie-Lee O'Donnell, Dylan Llewellyn, Tara Lynne O'Neill, Kathy Kiera Clarke, Tommy Tiernan, Ian McElhinney, Siobhan McSweeney",United Kingdom,July 6  2021,2019,TV-MA,"[""British TV Shows"","" International TV Shows"","" TV Comedies""]","Amidst the political conflict of Northern Ireland in the 1990s, five high school students square off with the universal challenges of being a teenager."
s517,TV Show,2,Seasons,Girl from Nowhere,NOT KNOWN,"Chicha Amatayakul, Thanawetch Siriwattanakul, Pajaree Nantarat, Thitinan Khlangphet, Chonnikan Netjui, Nutthasit Kotimanuswanich, Tatchapol Thitiapichai, Chanicha Boonpanuvichit, Morakot Liu, Ekawat Niratvorapanya, Anuchit Sapanpong, Awat Ratanapintha, Claudia Chakrapan, Piyathida Woramusik, Apasiri Kittithanon, Kunchanuj Kengkarnka, Nutnicha Lueanganankhun",Thailand,July 6  2021,2021,TV-MA,"[""International TV Shows"","" TV Dramas"","" TV Mysteries""]","A mysterious, clever girl named Nanno transfers to different schools, exposing the lies and misdeeds of the students and faculty at every turn."
s518,TV Show,2,Seasons,Good Morning Call,NOT KNOWN,"Haruka Fukuhara, Shunya Shiraishi, Dori Sakurada, Moe Arai, Kentaro, Shugo Nagashima, Koya Nagasawa, Hinako Tanaka, Tomoharu Hasegawa, Tomoko Fujita, Erika Mori, Kei Tanaka, Yosuke Sugino, Maryjun Takahashi, Itsuki Sagara, Madoka Yoshida",Japan,July 6  2021,2017,TV-14,"[""International TV Shows"","" Romantic TV Shows"","" TV Comedies""]","A high school girl finally gets her own apartment, but she has to share it with the most popular boy in school. No one can know they're living together."
s519,Movie,105,min,Har Kisse Ke Hisse: Kaamyaab,Hardik Mehta,"Sanjay Mishra, Deepak Dobriyal, Sarika Singh, Isha Talwar, Avtar Gill, Kaurwakee Vashistha, Amitabh Srivastava, Vikas Verma",India,July 6  2021,2020,TV-14,"[""Dramas"","" International Movies""]","After a career of thankless credits, a retired actor returns for a long-awaited leading role but finds he is utterly unprepared for new-age filmmaking."
s521,TV Show,2,Seasons,I Think You Should Leave with Tim Robinson,NOT KNOWN,"Tim Robinson, Andy Samberg, Sam Richardson, Will Forte, Fred Willard, Cecily Strong, Tim Heidecker, Kate Berlant",United States,July 6  2021,2021,TV-MA,"[""TV Comedies""]",There is no such thing as an ordinary interaction in this offbeat sketch comedy series that features a deep roster of guest stars.
s522,TV Show,5,Seasons,Kim's Convenience,NOT KNOWN,"Paul Sun-Hyung Lee, Jean Yoon, Andrea Bang, Simu Liu, Andrew Phung, Nicole Power",Canada,July 6  2021,2021,TV-MA,"[""International TV Shows"","" TV Comedies""]","While running a convenience store in Toronto, members of a Korean-Canadian family deal with customers, each other and the evolving world around them."
s524,TV Show,3,Seasons,Marcella,NOT KNOWN,"Anna Friel, Nicholas Pinnock, Sinéad Cusack, Nina Sosanya, Harry Lloyd, Laura Carmichael, Maeve Dermody, Ray Panthaki, Ian Puleston-Davies, Patrick Baladi, Florence Pugh, Jamie Bamber, Charlie Covell, Andrew Lancel, Jack Doolan, Tobias Santelmann, Stephen Lord, Ben Cura, Imogen Faires",United Kingdom,July 6  2021,2019,TV-MA,"[""British TV Shows"","" Crime TV Shows"","" International TV Shows""]","Her marriage just ended and she's returning to work as a London detective after 12 years away. Is the serial killer she once investigated back, too?"
s525,TV Show,2,Seasons,Midnight Diner: Tokyo Stories,NOT KNOWN,"Kaoru Kobayashi, Joe Odagiri, Mansaku Fuwa, Reiko Kataoka, Koen Kondo, Bsaku Sato, Hirofumi Arai, Mamiko Itoh, Yuma Yamoto, Yoshinori Okada, Ah-sung Ko, Kosuke Toyohara, Yoshiyuki Morishita, Junko Miyashita, Tamaki Ogawa, Toru Kazama, Kotaro Shiga, Mitsuru Hirata, Toshiki Ayata, Shohei Uno, Tamae Ando, Risa Sudou, Asako Kobayashi, Takashi Yamanaka, Yutaka Matsushige, Ken Mitsuishi, Mikako Tabe, Kimiko Yo",Japan,July 6  2021,2019,TV-MA,"[""International TV Shows"","" TV Dramas""]",Patrons of an otherwise mundane Japanese diner find simple yet profound connections with one another based on the shared love of a particular dish.
s526,TV Show,8,Seasons,My Little Pony: Friendship Is Magic,NOT KNOWN,"Ashleigh Ball, Tabitha St. Germain, Tara Strong, Andrea Libman, Cathy Weseluck, Nicole Oliver",United States Canada,July 6  2021,2018,TV-Y,"[""Kids' TV""]","Journey to the enchanted land of Equestria, where unicorn Twilight Sparkle and her pals have adventures and learn valuable lessons about friendship."
s527,TV Show,7,Seasons,Orange Is the New Black,NOT KNOWN,"Taylor Schilling, Kate Mulgrew, Laura Prepon, Jason Biggs, Natasha Lyonne, Michael Harney, Uzo Aduba, Danielle Brooks, Samira Wiley, Dascha Polanco, Selenis Leyva, Nick Sandow, Yael Stone, Taryn Manning, Lea DeLaria, Matt McGorry, Emma Myles, Vicky Jeudy, Laverne Cox, Pablo Schreiber, Lori Petty, Ruby Rose, Adrienne C. Moore, Jackie Cruz, Elizabeth Rodriguez",United States,July 6  2021,2019,TV-MA,"[""TV Comedies"","" TV Dramas""]","A privileged New Yorker ends up in a women's prison when a past crime catches up with her in this Emmy-winning series from the creator of ""Weeds."""
s528,TV Show,2,Seasons,Puffin Rock,NOT KNOWN,"Chris O'Dowd, Kate McCafferty, Sally McDaid, Geraldine Cole, Brian McMonagle, Darragh Gargan",Ireland United States United Kingdom,July 6  2021,2016,TV-Y,"[""Kids' TV""]","Life is sweet on beautiful Puffin Rock, where puffling Oona, her baby brother Baba and their pals learn about nature, friendship and family."
s529,Movie,116,min,Rehmataan,"Rajveer Singh Maan, Harpeet Singh","Guggu Gill, Sukhjinder Shera, Surinder Shinda, Deep Dhillon, Jasmine Jassi, Gurvinder Brar, Razia Sukhvir, Raj Virk",India,July 6  2021,2012,TV-14,"[""Dramas"","" International Movies"","" Romantic Movies""]","As unemployment, drug addiction and corruption plague a society, this drama depicts the people who believe there’s still good in the world."
s530,Movie,124,min,Return of the Prodigal Son,Youssef Chahine,"Majida El Roumi, Souheir El Morshidy, Shoukry Sarhan, Huda Sultan, Mahmoud El Meleigy, Ahmad Mehrez, Hesham Selim",Egypt,July 6  2021,1976,TV-MA,"[""Dramas"","" International Movies""]","Freed after spending 12 years in jail, a man's homecoming turns into a dark affair as his disillusion clashes with his family's expectations."
s531,TV Show,2,Seasons,Richie Rich,NOT KNOWN,"Jake Brennan, Joshua Carlon, Lauren Taylor, Jenna Ortega, Kiff VandenHeuvel, Brooke Wexler",United States,July 6  2021,2015,TV-G,"[""Kids' TV"","" TV Comedies""]","After turning his veggies into green energy, Richie Rich earns a trillion dollars overnight and a new life filled with nonstop fun and adventure."
s532,Movie,101,min,Rise: Ini Kalilah,"Saw Teong Hin, Nik Amir Mustapha, M.S. Prem Nath","Remy Ishak, Mira Filzah, Jack Tan, Sangeeta Krishnasamy, Shashi Tharan, Mark O'Dea, Jenn Chia, Sharifah Sakinah",Malaysia,July 6  2021,2018,TV-PG,"[""Dramas"","" International Movies""]","Inspired by Malaysia's 14th General Election, this film trails six individuals and the obstacles they face in the days leading up to the historic event."
s533,TV Show,3,Seasons,Scream,NOT KNOWN,"Willa Fitzgerald, Bex Taylor-Klaus, John Karna, Amadeus Serafini, Connor Weil, Carlson Young, Jason Wiles, Tracy Middendorf, Tom Maden, Bobby Campo, Santiago Segura, Mike Vaughn",United States,July 6  2021,2019,TV-MA,"[""Crime TV Shows"","" TV Horror"","" TV Mysteries""]","In this new TV series sequel to the classic horror franchise, a cyberbullying incident in Lakewood leads to a murder with chilling echoes of the past."
s534,TV Show,3,Seasons,Shtisel,NOT KNOWN,"Doval'e Glickman, Michael Aloni, Ayelet Zurer, Neta Riskin, Shira Haas, Sarel Piterman, Zohar Shtrauss, Orly Silbersatz Banai, Sasson Gabai, Shlomo Shitrit",Israel,July 6  2021,2021,TV-14,"[""International TV Shows"","" TV Dramas""]","A Haredi family living in an ultra-Orthodox neighborhood of Jerusalem reckons with love, loss and the doldrums of daily life."
s535,Movie,95,min,Si Doel the Movie 2,Rano Karno,"Maudy Koesnaedi, Rano Karno, Cornelia Agatha, Mandra Naih, Aminah Tjendrakasih, Suty Karno, Adam Jagwani",Indonesia,July 6  2021,2019,TV-G,"[""Dramas"","" International Movies""]","As Sarah and her child look to settle in Jakarta, Zaenab searches for answers and gets caught between defending her marriage to Doel or letting it go."
s536,TV Show,2,Seasons,Some Assembly Required,NOT KNOWN,"Kolton Stewart, Harrison Houde, Charlie Storwick, Sydney Scotia, Travis Turner, Ellie Harvie, Dylan Playfair",Canada,July 6  2021,2015,TV-Y,"[""Kids' TV"","" TV Comedies""]",A 14-year-old takes ownership of a toy company and hires a group of his friends to help him create amazing new toys.
s537,TV Show,3,Seasons,Tales by Light,NOT KNOWN,"Darren Jew, Art Wolfe, Krystle Wright, Peter Eastway, Richard l’Anson, Jack Thompson, Jonathan Scott, Angela Scott, Eric Cheng, Stephen Dupont",Australia,July 6  2021,2018,TV-14,"[""Docuseries"","" International TV Shows"","" Science & Nature TV""]","Follow renowned photographers as they explore far-flung locales, capturing extraordinary images that present nature and culture in a new light."
s538,TV Show,6,Seasons,Terrace House: Opening New Doors,NOT KNOWN,"You, Reina Triendl, Yoshimi Tokui, Azusa Babazono, Ryota Yamasato, Shono Hayama",Japan,July 6  2021,2018,TV-14,"[""International TV Shows"","" Reality TV""]","A group of young people – including a chef, a snowboarder and an ice hockey player – gather in the Karuizawa woods while pursuing their dreams."
s539,TV Show,2,Seasons,The A List,NOT KNOWN,"Lisa Ambalavanar, Ellie Duckles, Savannah Baker, Cian Barry, Eleanor Bennett, Jacob Dudman, Rosie Dwyer, Jack Kane, Max Lohan, Nneka Okoye, Micheal Ward, Georgina Sadler, Indianna Ryan",United Kingdom,July 6  2021,2021,TV-PG,"[""British TV Shows"","" International TV Shows"","" TV Dramas""]","Romance, rivalry and radical mystery collide as a group of teens attend a remote island sleepaway camp in this suspenseful, supernatural drama."
s540,TV Show,2,Seasons,The New Legends of Monkey,NOT KNOWN,"Chai Hansen, Luciane Buchanan, Josh Thomson, Emilie Cocquerel, Josh McKenzie, Jordan Mooney, Jarred Blakiston",Australia New Zealand,July 6  2021,2020,TV-PG,"[""Kids' TV"","" TV Action & Adventure"","" TV Sci-Fi & Fantasy""]",A valiant girl liberates the Monkey King – a god long trapped in stone – in a quest to find seven sacred scrolls and save the world from evil.
s541,TV Show,4,Seasons,The Worst Witch,NOT KNOWN,"Bella Ramsey, Clare Higgins, Meibh Campbell, Raquel Cassidy, Jenny Richardson, Miriam Petche, Tallulah Milligan, Wendy Craig, Shauna Shim",United Kingdom Germany,July 6  2021,2020,TV-G,"[""British TV Shows"","" Kids' TV""]","After stumbling into a school for witches, a bumbling heroine comes to realize that she just might belong there. Based on Jill Murphy's beloved books."
s542,Movie,128,min,Truckbhar Swapna,Pramod Pawar,"Makrand Deshpande, Kranti Redkar, Mukesh Rishi, Manoj Joshi, Smita Tambe, Aaditi Pohankar, Sahil Gilbile, Jyoti Joshi",India,July 6  2021,2018,TV-14,"[""Comedies"","" Dramas"","" International Movies""]",A taxi driver living in a Mumbai slum seeks to better his family's life by building an extension of his home while dealing with a lecherous contractor.
s543,Movie,143,min,Ujala,Naresh Saigal,"Mala Sinha, Shammi Kapoor, Raaj Kumar, Leela Chitnis, Dhumal, Kumkum",India,July 6  2021,1959,TV-14,"[""Dramas"","" International Movies""]","An honest man dreams of a better life for his family, but a childhood friend leads him into a world of crime that keeps happiness just out of reach."
s544,TV Show,2,Seasons,Undercover,NOT KNOWN,"Tom Waes, Anna Drijver, Frank Lammers, Elise Schaap, Raymond Thiry, Kris Cuppens, Kevin Janssens, Huub Smit",Belgium Netherlands,July 6  2021,2020,TV-MA,"[""Crime TV Shows"","" International TV Shows"","" TV Action & Adventure""]",Undercover agents infiltrate a drug kingpin's operation by posing as a couple at the campground where he spends his weekends. Inspired by real events.
s545,TV Show,5,Seasons,Workin' Moms,NOT KNOWN,"Catherine Reitman, Dani Kind, Juno Rinaldi, Jessalyn Wanlim, Philip Sternberg, Ryan Belleville, Olunike Adeliyi, Dennis Andres, Katherine Barrell, Sarah McVie, Peter Keleghan",Canada,July 6  2021,2021,TV-MA,"[""International TV Shows"","" TV Comedies""]","Maternity leave is over and it's time for these four moms to return to work while navigating kids, bosses, love and life in modern-day Toronto."
s546,TV Show,3,Seasons,YooHoo to the Rescue,NOT KNOWN,"Kira Buckland, Ryan Bartley, Bryce Papenbrook, Cassandra Morris, Lucien Dodge, Kyle Hebert",South Korea,July 6  2021,2020,TV-Y,"[""Kids' TV"","" Korean TV Shows""]","In a series of magical missions, quick-witted YooHoo and his can-do crew travel the globe to help animals in need."
s547,TV Show,1,Season,You Are My Spring,NOT KNOWN,"Seo Hyun-jin, Kim Dong-wook, Yoon Bak, Nam Gyu-ri, Kim Ye-won, Han Min, Lee Hae-yeong, Ji Seung-hyun, Kim Seo-kyung, Hwang Seung-un, Oh Hyun-kyung, Kang Hoon, Park Sang-nam, Baek Hyun-joo, Park Ye-ni, Yun Ji-on, Kim Ri-woo, Park Ki-deok, Yun Sang-jeong, Ji Hye-in, Kim Myung-jun",UNKNOWN,July 6  2021,2021,TV-14,"[""International TV Shows"","" Romantic TV Shows"","" TV Dramas""]",A hotel concierge and a psychiatrist with traumatic childhoods form a heartfelt bond when they become entangled in a perplexing local murder case.
s548,TV Show,1,Season,We the People,NOT KNOWN,"H.E.R., Adam Lambert, Cordae, Kristen Anderson-Lopez, Daveed Diggs, Brittany Howard, Robert Lopez, Lin-Manuel Miranda, Brandi Carlile, Kyle Harvey, Bebe Rexha, Andra Day, Janelle Monáe, Amanda Gorman",United States,July 4  2021,2021,TV-Y7,"[""Kids' TV""]","Learn the basics of rights and citizenship with upbeat songs by popular artists like Janelle Monáe, H.E.R., Adam Lambert, Brandi Carlile and more."
